id,data,aula,slug,trecho_original,versao_lapidada,tipo,pilar,contexto,por_que_importa,clareza,originalidade,tensao,utilidade,corte,reaproveitamento,alinhamento,score_total,prioridade,status,formatos_sugeridos,campanha_sugerida,arquivo_origem
007-perplexity-e-claude-p006,2026-06-26,Perplexity e Claude,007-perplexity-e-claude,Me fez perder a confiança que era confiar nas respostas.,"A confiança correta não é na resposta da IA, é no processo de validação que você monta ao redor dela.",frase de impacto,Sistemas e alavancagem,Extraído da linha argumentativa da aula sobre Perplexity e Claude.,Transforma um ponto didático da aula em ativo editorial reutilizável para empresários que querem aplicar IA com discernimento e foco em negócio.,4,4,4,4,3,4,5,28,P2,nova,reels/shorts; carrossel; post LinkedIn,Implementação prática de IA,/root/domus-conteudo/aulas/007-perplexity-e-claude.md
007-perplexity-e-claude-p007,2026-06-26,Perplexity e Claude,007-perplexity-e-claude,Ela ainda é muito útil para encontrar as fontes.,"Use Perplexity como garimpo de fontes, não como juiz final da verdade.",framework,Implementação,Extraído da linha argumentativa da aula sobre Perplexity e Claude.,Transforma um ponto didático da aula em ativo editorial reutilizável para empresários que querem aplicar IA com discernimento e foco em negócio.,4,4,4,4,3,4,4,27,P3,nova,reels/shorts; carrossel; post LinkedIn,Implementação prática de IA,/root/domus-conteudo/aulas/007-perplexity-e-claude.md
007-perplexity-e-claude-p008,2026-06-26,Perplexity e Claude,007-perplexity-e-claude,"As IAs generativas foram desenvolvidas para serem coerentes. E por vezes essa coerência vai levar à verdade. Por vezes, não.",Coerência não é verdade; é só uma resposta que parece fazer sentido.,tese,Anti-hype e discernimento,Extraído da linha argumentativa da aula sobre Perplexity e Claude.,Transforma um ponto didático da aula em ativo editorial reutilizável para empresários que querem aplicar IA com discernimento e foco em negócio.,4,4,4,4,4,4,4,28,P2,nova,reels/shorts; carrossel; post LinkedIn,Anti-hype: IA aplicada de verdade,/root/domus-conteudo/aulas/007-perplexity-e-claude.md
008-apresentacao-do-sentinela-transcritor-de-youtube-p001,2026-06-26,Apresentação do Sentinela: transcritor de YouTube,008-apresentacao-do-sentinela-transcritor-de-youtube,Existe muita informação por aí... e nós não damos conta de analisar tudo.,O problema moderno não é falta de informação; é incapacidade de transformar excesso em repertório útil.,tese,Sistemas e alavancagem,Extraído da linha argumentativa da aula sobre Apresentação do Sentinela: transcritor de YouTube.,Transforma um ponto didático da aula em ativo editorial reutilizável para empresários que querem aplicar IA com discernimento e foco em negócio.,4,4,4,4,3,4,4,27,P2,nova,reels/shorts; carrossel; post LinkedIn,Implementação prática de IA,/root/domus-conteudo/aulas/008-apresentacao-do-sentinela-transcritor-de-youtube.md
008-apresentacao-do-sentinela-transcritor-de-youtube-p002,2026-06-26,Apresentação do Sentinela: transcritor de YouTube,008-apresentacao-do-sentinela-transcritor-de-youtube,Acaba que a gente é guiado pelo algoritmo.,"Quando você não constrói seu sistema de inteligência, o algoritmo escolhe seu repertório por você.",frase de impacto,Gestão antes da IA,Extraído da linha argumentativa da aula sobre Apresentação do Sentinela: transcritor de YouTube.,Transforma um ponto didático da aula em ativo editorial reutilizável para empresários que querem aplicar IA com discernimento e foco em negócio.,4,4,4,4,4,4,4,28,P2,nova,reels/shorts; carrossel; post LinkedIn,IA com gestão antes da ferramenta,/root/domus-conteudo/aulas/008-apresentacao-do-sentinela-transcritor-de-youtube.md
008-apresentacao-do-sentinela-transcritor-de-youtube-p003,2026-06-26,Apresentação do Sentinela: transcritor de YouTube,008-apresentacao-do-sentinela-transcritor-de-youtube,Nosso discernimento também é muito guiado pelo algoritmo.,O algoritmo não só recomenda conteúdo; ele molda o que você passa a considerar importante.,alerta,Anti-hype e discernimento,Extraído da linha argumentativa da aula sobre Apresentação do Sentinela: transcritor de YouTube.,Transforma um ponto didático da aula em ativo editorial reutilizável para empresários que querem aplicar IA com discernimento e foco em negócio.,4,4,4,4,3,4,5,28,P2,nova,reels/shorts; carrossel; post LinkedIn,Anti-hype: IA aplicada de verdade,/root/domus-conteudo/aulas/008-apresentacao-do-sentinela-transcritor-de-youtube.md
008-apresentacao-do-sentinela-transcritor-de-youtube-p004,2026-06-26,Apresentação do Sentinela: transcritor de YouTube,008-apresentacao-do-sentinela-transcritor-de-youtube,Falta clareza sobre como gerar valor real com esse negócio.,A era da IA está cheia de demonstração impressionante e carente de solução que mexe o ponteiro.,contraste,Casos de negócio,Extraído da linha argumentativa da aula sobre Apresentação do Sentinela: transcritor de YouTube.,Transforma um ponto didático da aula em ativo editorial reutilizável para empresários que querem aplicar IA com discernimento e foco em negócio.,4,4,4,4,3,4,4,27,P3,nova,reels/shorts; carrossel; post LinkedIn,Implementação prática de IA,/root/domus-conteudo/aulas/008-apresentacao-do-sentinela-transcritor-de-youtube.md
008-apresentacao-do-sentinela-transcritor-de-youtube-p005,2026-06-26,Apresentação do Sentinela: transcritor de YouTube,008-apresentacao-do-sentinela-transcritor-de-youtube,"A cada 10 novas IAs, 8 são variações do ChatGPT.",O mercado não precisa de mais cascas de chat; precisa de experiências redesenhadas para problemas reais.,frase de impacto,Agentes e automações reais,Extraído da linha argumentativa da aula sobre Apresentação do Sentinela: transcritor de YouTube.,Transforma um ponto didático da aula em ativo editorial reutilizável para empresários que querem aplicar IA com discernimento e foco em negócio.,4,4,4,4,4,4,4,28,P2,nova,reels/shorts; carrossel; post LinkedIn,Implementação prática de IA,/root/domus-conteudo/aulas/008-apresentacao-do-sentinela-transcritor-de-youtube.md
008-apresentacao-do-sentinela-transcritor-de-youtube-p006,2026-06-26,Apresentação do Sentinela: transcritor de YouTube,008-apresentacao-do-sentinela-transcritor-de-youtube,Não existe muita iniciativa para repensar a experiência.,"Inovar com IA não é trocar o avatar do chat, é redesenhar o fluxo de trabalho.",tese,Agentes e automações reais,Extraído da linha argumentativa da aula sobre Apresentação do Sentinela: transcritor de YouTube.,Transforma um ponto didático da aula em ativo editorial reutilizável para empresários que querem aplicar IA com discernimento e foco em negócio.,4,4,4,4,3,4,5,28,P2,nova,reels/shorts; carrossel; post LinkedIn,Implementação prática de IA,/root/domus-conteudo/aulas/008-apresentacao-do-sentinela-transcritor-de-youtube.md
008-apresentacao-do-sentinela-transcritor-de-youtube-p007,2026-06-26,Apresentação do Sentinela: transcritor de YouTube,008-apresentacao-do-sentinela-transcritor-de-youtube,A ideia inicial era disponibilizar um script... e se transformou em outra coisa.,Produto bom evolui quando o problema é maior do que a primeira solução imaginada.,caso aplicado,Implementação,Extraído da linha argumentativa da aula sobre Apresentação do Sentinela: transcritor de YouTube.,Transforma um ponto didático da aula em ativo editorial reutilizável para empresários que querem aplicar IA com discernimento e foco em negócio.,4,4,4,4,3,4,4,27,P3,nova,reels/shorts; carrossel; post LinkedIn,Implementação prática de IA,/root/domus-conteudo/aulas/008-apresentacao-do-sentinela-transcritor-de-youtube.md
008-apresentacao-do-sentinela-transcritor-de-youtube-p008,2026-06-26,Apresentação do Sentinela: transcritor de YouTube,008-apresentacao-do-sentinela-transcritor-de-youtube,Resolver um problema real.,O critério de valor da IA é simples: ela resolve uma dor concreta ou só parece futurista?,frase de impacto,Casos de negócio,Extraído da linha argumentativa da aula sobre Apresentação do Sentinela: transcritor de YouTube.,Transforma um ponto didático da aula em ativo editorial reutilizável para empresários que querem aplicar IA com discernimento e foco em negócio.,4,4,4,4,4,4,4,28,P2,nova,reels/shorts; carrossel; post LinkedIn,Implementação prática de IA,/root/domus-conteudo/aulas/008-apresentacao-do-sentinela-transcritor-de-youtube.md
009-mao-na-massa-demonstracao-do-que-ja-e-possivel-criar-ate-o-momento-p001,2026-06-26,Mão na massa: demonstração do que já é possível criar até o momento,009-mao-na-massa-demonstracao-do-que-ja-e-possivel-criar-ate-o-momento,"A gente começou não falando de IA, mas de negócio, de gestão.",A base de uma formação séria de IA para empresários não é ferramenta; é gestão.,tese,Gestão antes da IA,Extraído da linha argumentativa da aula sobre Mão na massa: demonstração do que já é possível criar até o momento.,Transforma um ponto didático da aula em ativo editorial reutilizável para empresários que querem aplicar IA com discernimento e foco em negócio.,4,4,4,4,3,4,4,27,P2,nova,reels/shorts; carrossel; post LinkedIn,IA com gestão antes da ferramenta,/root/domus-conteudo/aulas/009-mao-na-massa-demonstracao-do-que-ja-e-possivel-criar-ate-o-momento.md
009-mao-na-massa-demonstracao-do-que-ja-e-possivel-criar-ate-o-momento-p002,2026-06-26,Mão na massa: demonstração do que já é possível criar até o momento,009-mao-na-massa-demonstracao-do-que-ja-e-possivel-criar-ate-o-momento,Aquilo não era importante só na aula inicial; continua sendo importante para sempre.,Os fundamentos de gestão não são abertura de curso: são o filtro permanente para usar IA bem.,frase de impacto,Gestão antes da IA,Extraído da linha argumentativa da aula sobre Mão na massa: demonstração do que já é possível criar até o momento.,Transforma um ponto didático da aula em ativo editorial reutilizável para empresários que querem aplicar IA com discernimento e foco em negócio.,4,4,4,4,4,4,4,28,P2,nova,reels/shorts; carrossel; post LinkedIn,IA com gestão antes da ferramenta,/root/domus-conteudo/aulas/009-mao-na-massa-demonstracao-do-que-ja-e-possivel-criar-ate-o-momento.md
009-mao-na-massa-demonstracao-do-que-ja-e-possivel-criar-ate-o-momento-p003,2026-06-26,Mão na massa: demonstração do que já é possível criar até o momento,009-mao-na-massa-demonstracao-do-que-ja-e-possivel-criar-ate-o-momento,"Normalmente, quando uma pessoa vai abrir um negócio, ela tem um perfil técnico.","Muitos negócios nascem de uma competência técnica, mas quebram por falta de competência empresarial.",contraste,Empresário operador vs orquestrador,Extraído da linha argumentativa da aula sobre Mão na massa: demonstração do que já é possível criar até o momento.,Transforma um ponto didático da aula em ativo editorial reutilizável para empresários que querem aplicar IA com discernimento e foco em negócio.,4,4,4,4,3,4,5,28,P2,nova,reels/shorts; carrossel; post LinkedIn,IA com gestão antes da ferramenta,/root/domus-conteudo/aulas/009-mao-na-massa-demonstracao-do-que-ja-e-possivel-criar-ate-o-momento.md
009-mao-na-massa-demonstracao-do-que-ja-e-possivel-criar-ate-o-momento-p004,2026-06-26,Mão na massa: demonstração do que já é possível criar até o momento,009-mao-na-massa-demonstracao-do-que-ja-e-possivel-criar-ate-o-momento,Quem só sabe usar martelo...,"Quando sua única lente é técnica, todo problema parece pedir mais técnica.",analogia,Anti-hype e discernimento,Extraído da linha argumentativa da aula sobre Mão na massa: demonstração do que já é possível criar até o momento.,Transforma um ponto didático da aula em ativo editorial reutilizável para empresários que querem aplicar IA com discernimento e foco em negócio.,4,4,4,4,3,4,4,27,P3,nova,reels/shorts; carrossel; post LinkedIn,Anti-hype: IA aplicada de verdade,/root/domus-conteudo/aulas/009-mao-na-massa-demonstracao-do-que-ja-e-possivel-criar-ate-o-momento.md
009-mao-na-massa-demonstracao-do-que-ja-e-possivel-criar-ate-o-momento-p005,2026-06-26,Mão na massa: demonstração do que já é possível criar até o momento,009-mao-na-massa-demonstracao-do-que-ja-e-possivel-criar-ate-o-momento,"Quando você se torna empresário, o conjunto de habilidades muda completamente.",Virar dono muda o jogo: o que te trouxe até aqui pode não te levar ao próximo estágio.,tese,Empresário operador vs orquestrador,Extraído da linha argumentativa da aula sobre Mão na massa: demonstração do que já é possível criar até o momento.,Transforma um ponto didático da aula em ativo editorial reutilizável para empresários que querem aplicar IA com discernimento e foco em negócio.,4,4,4,4,4,4,4,28,P2,nova,reels/shorts; carrossel; post LinkedIn,IA com gestão antes da ferramenta,/root/domus-conteudo/aulas/009-mao-na-massa-demonstracao-do-que-ja-e-possivel-criar-ate-o-momento.md
009-mao-na-massa-demonstracao-do-que-ja-e-possivel-criar-ate-o-momento-p006,2026-06-26,Mão na massa: demonstração do que já é possível criar até o momento,009-mao-na-massa-demonstracao-do-que-ja-e-possivel-criar-ate-o-momento,O pack que te torna um bom cozinheiro é diferente do pack para ser um bom dono de restaurante.,Saber fazer o produto não é o mesmo que saber construir a empresa que entrega o produto.,analogia,Gestão antes da IA,Extraído da linha argumentativa da aula sobre Mão na massa: demonstração do que já é possível criar até o momento.,Transforma um ponto didático da aula em ativo editorial reutilizável para empresários que querem aplicar IA com discernimento e foco em negócio.,4,4,4,4,3,4,5,28,P2,nova,reels/shorts; carrossel; post LinkedIn,IA com gestão antes da ferramenta,/root/domus-conteudo/aulas/009-mao-na-massa-demonstracao-do-que-ja-e-possivel-criar-ate-o-momento.md
009-mao-na-massa-demonstracao-do-que-ja-e-possivel-criar-ate-o-momento-p007,2026-06-26,Mão na massa: demonstração do que já é possível criar até o momento,009-mao-na-massa-demonstracao-do-que-ja-e-possivel-criar-ate-o-momento,Ele se torna o especialista gourmet: a pessoa mais cara da operação.,"O especialista gourmet custa caro porque ocupa o centro da operação, mas não constrói a operação.",definição simples,Empresário operador vs orquestrador,Extraído da linha argumentativa da aula sobre Mão na massa: demonstração do que já é possível criar até o momento.,Transforma um ponto didático da aula em ativo editorial reutilizável para empresários que querem aplicar IA com discernimento e foco em negócio.,4,4,4,4,3,4,4,27,P3,nova,reels/shorts; carrossel; post LinkedIn,IA com gestão antes da ferramenta,/root/domus-conteudo/aulas/009-mao-na-massa-demonstracao-do-que-ja-e-possivel-criar-ate-o-momento.md
009-mao-na-massa-demonstracao-do-que-ja-e-possivel-criar-ate-o-momento-p008,2026-06-26,Mão na massa: demonstração do que já é possível criar até o momento,009-mao-na-massa-demonstracao-do-que-ja-e-possivel-criar-ate-o-momento,Um empresário quase sempre é um generalista.,"O papel do empresário é entender a máquina inteira o suficiente para orquestrar especialistas, sistemas e decisões.",tese,Empresário operador vs orquestrador,Extraído da linha argumentativa da aula sobre Mão na massa: demonstração do que já é possível criar até o momento.,Transforma um ponto didático da aula em ativo editorial reutilizável para empresários que querem aplicar IA com discernimento e foco em negócio.,4,4,4,4,4,4,4,28,P2,nova,reels/shorts; carrossel; post LinkedIn,IA com gestão antes da ferramenta,/root/domus-conteudo/aulas/009-mao-na-massa-demonstracao-do-que-ja-e-possivel-criar-ate-o-momento.md
010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-p001,2026-06-26,Introdução ao mundo da personalização e desenvolvimento,010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento,API não é magia: é o cardápio pelo qual você pede a um sistema o que ele sabe fazer,API não é magia: é o cardápio pelo qual você pede a um sistema o que ele sabe fazer.,tese,Gestão antes da IA,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,3,3,4,4,4,4,26,P3,nova,short vertical; carrossel; email/newsletter,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento.md
010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-p002,2026-06-26,Introdução ao mundo da personalização e desenvolvimento,010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento,Você não precisa decorar o dicionário técnico; precisa reconhecer o caminho dos dados,Você não precisa decorar o dicionário técnico; precisa reconhecer o caminho dos dados.,frase de impacto,Empresário operador vs orquestrador,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,3,4,4,4,4,4,27,P2,nova,short vertical; carrossel; email/newsletter,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento.md
010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-p003,2026-06-26,Introdução ao mundo da personalização e desenvolvimento,010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento,O poder da personalização é parar de se adaptar à ferramenta e fazer a ferramenta se adaptar ao seu uso,O poder da personalização é parar de se adaptar à ferramenta e fazer a ferramenta se adaptar ao seu uso.,analogia,Sistemas e alavancagem,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",5,4,4,4,5,4,4,30,P1,nova,short vertical; carrossel; email/newsletter,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento.md
010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-p004,2026-06-26,Introdução ao mundo da personalização e desenvolvimento,010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento,O servidor faz o trabalho pesado que não interessa ao usuário final,O servidor faz o trabalho pesado que não interessa ao usuário final.,contraste,Agentes e automações reais,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,4,3,4,4,4,4,27,P2,nova,short vertical; carrossel; email/newsletter,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento.md
010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-p005,2026-06-26,Introdução ao mundo da personalização e desenvolvimento,010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento,Toda API tem um protocolo: pedir errado é como pedir fora do cardápio,Toda API tem um protocolo: pedir errado é como pedir fora do cardápio.,erro comum,Anti-hype e discernimento,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,3,4,4,4,4,4,27,P2,nova,short vertical; carrossel; email/newsletter,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento.md
010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-p006,2026-06-26,Introdução ao mundo da personalização e desenvolvimento,010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento,"Quando você usa uma API paga, existe um time e uma infraestrutura por trás daquele clique","Quando você usa uma API paga, existe um time e uma infraestrutura por trás daquele clique.",objeção respondida,Implementação,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",5,3,4,4,5,4,4,29,P2,nova,short vertical; carrossel; email/newsletter,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento.md
010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-p007,2026-06-26,Introdução ao mundo da personalização e desenvolvimento,010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento,Entender requisição é entender como dois sistemas conversam,Entender requisição é entender como dois sistemas conversam.,framework,Casos de negócio,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,4,3,4,4,4,4,27,P2,nova,post LinkedIn; roteiro de corte; aula-isca,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento.md
010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-p008,2026-06-26,Introdução ao mundo da personalização e desenvolvimento,010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento,"O empresário não precisa virar programador, mas precisa saber pedir tecnicamente","O empresário não precisa virar programador, mas precisa saber pedir tecnicamente.",caso aplicado,Gestão antes da IA,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,4,4,4,4,4,4,28,P2,nova,post LinkedIn; roteiro de corte; aula-isca,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento.md
010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-p009,2026-06-26,Introdução ao mundo da personalização e desenvolvimento,010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento,Personalização começa quando a ferramenta pronta deixa de ser suficiente,Personalização começa quando a ferramenta pronta deixa de ser suficiente.,alerta,Empresário operador vs orquestrador,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",5,3,4,4,5,4,4,29,P2,nova,post LinkedIn; roteiro de corte; aula-isca,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento.md
010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-p010,2026-06-26,Introdução ao mundo da personalização e desenvolvimento,010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento,API é uma ponte entre intenção de negócio e capacidade técnica,API é uma ponte entre intenção de negócio e capacidade técnica.,definição simples,Sistemas e alavancagem,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,3,3,4,4,4,4,26,P3,nova,post LinkedIn; roteiro de corte; aula-isca,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento.md
011-010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-duplicada-p001,2026-06-26,"011 - Introdução ao mundo da automação / workflow, gatilhos e nodes",011-010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-duplicada,"A automação, você vai perceber que é como se fosse uma nova lente. Então, você vai começar a ver coisas onde não via antes.",Automação é uma nova lente: você começa a ver gargalos e oportunidades onde antes só via rotina.,tese,Sistemas e alavancagem,"Abertura da aula, quando Fabio apresenta automação não como ferramenta isolada, mas como mudança de percepção sobre o trabalho.",Reposiciona automação como mentalidade de gestão e não apenas como técnica. Serve como âncora editorial da aula inteira.,4,4,3,4,4,4,5,28,P3,nova,short vertical; carrossel; abertura de newsletter,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/011-010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-duplicada.md
011-010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-duplicada-p002,2026-06-26,"011 - Introdução ao mundo da automação / workflow, gatilhos e nodes",011-010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-duplicada,"Se você tem uma empresa, você muito provavelmente é o funcionário mais caro dela. E se você é o funcionário mais caro dela... o seu tempo é a coisa mais importante da sua empresa.","Se você é o funcionário mais caro da sua empresa, desperdiçar seu tempo é desperdiçar o ativo mais caro do negócio.",frase de impacto,Empresário operador vs orquestrador,Trecho em que a aula conecta automação ao problema central do empresário operador: tempo mal alocado em tarefas de baixo valor.,"Gera tensão imediata para donos de negócio e abre espaço para falar de delegação, automação e desenho de sistemas.",5,4,4,4,5,5,5,32,P1,nova,short vertical; post LinkedIn; email de diagnóstico,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/011-010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-duplicada.md
011-010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-duplicada-p003,2026-06-26,"011 - Introdução ao mundo da automação / workflow, gatilhos e nodes",011-010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-duplicada,Você acaba sendo o que a gente chama de roteador humano... você tem várias informações que você tem acesso e você o tempo todo tem que estar decidindo para qual caixa essa informação vai.,"O roteador humano é a pessoa que passa o dia pegando informação de uma caixa e levando para outra, sem criar alavancagem real.",definição simples,Sistemas e alavancagem,"Explicação do padrão operacional de transitar entre sistemas, planilhas, WhatsApp e relatórios para redistribuir informações.","Nomeia uma dor comum e invisível. Uma vez que o empresário se reconhece como roteador humano, a necessidade de automação fica óbvia.",5,4,4,5,4,5,5,32,P2,nova,short vertical; carrossel diagnóstico; aula-isca,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/011-010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-duplicada.md
011-010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-duplicada-p004,2026-06-26,"011 - Introdução ao mundo da automação / workflow, gatilhos e nodes",011-010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-duplicada,"Toda vez que ela iria produzir um conteúdo, ela fazia alguma coisa diferente... ela agia com toda tarefa repetitiva como se fosse a primeira vez.",Um gargalo operacional nasce quando você trata toda tarefa repetitiva como se fosse a primeira vez.,erro comum,Gestão antes da IA,"Resposta à objeção de quem acha que não tem tarefas repetitivas. Fabio mostra que muitas pessoas repetem a natureza da tarefa, mas improvisam o método sempre.",Desmonta a desculpa de que automação não se aplica ao negócio e conecta o tema à necessidade anterior de padronizar processos.,5,4,4,5,5,4,5,32,P2,nova,short vertical; post de objeção; carrossel,Gestão antes da IA,/root/domus-conteudo/aulas/011-010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-duplicada.md
011-010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-duplicada-p005,2026-06-26,"011 - Introdução ao mundo da automação / workflow, gatilhos e nodes",011-010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-duplicada,"Se você pode ensinar um estagiário a fazer, você muito provavelmente pode ensinar uma IA a fazer.","Se você consegue ensinar um estagiário, provavelmente consegue ensinar uma IA — pelo menos em uma parte específica do fluxo.",analogia,Agentes e automações reais,"Momento em que a aula diferencia automação fria de automação quente, explicando o papel da IA generativa na compreensão de linguagem natural.",Traduz IA aplicada para uma régua prática e não mística. Ajuda o público a identificar casos de uso sem cair em hype.,4,4,4,5,5,5,5,32,P2,nova,short vertical; reels com exemplo; email educativo,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/011-010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-duplicada.md
011-010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-duplicada-p006,2026-06-26,"011 - Introdução ao mundo da automação / workflow, gatilhos e nodes",011-010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-duplicada,Toda automação tem um workflow... Tem o gatilho... E esse gatilho depende de quando você quer fazer... e depois do gatilho tem os nodes.,"Toda automação tem três peças: o workflow onde tudo acontece, o gatilho que inicia e os nodes que executam as ações.",framework,Implementação,"Resumo estrutural da aula, consolidando a arquitetura básica para qualquer automação no N8N ou ferramenta semelhante.","É uma definição simples e ensinável, ideal para conteúdo de base, onboarding de alunos e materiais de implementação.",5,3,3,5,4,5,5,30,P2,nova,carrossel; slide de aula; short explicativo,Educação Domus,/root/domus-conteudo/aulas/011-010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-duplicada.md
011-010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-duplicada-p007,2026-06-26,"011 - Introdução ao mundo da automação / workflow, gatilhos e nodes",011-010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-duplicada,"Sempre que envolve tempo, é gatilho de agendamento. Mas também tem o gatilho de acionamento externo.","Se depende de tempo, é agendamento. Se depende de um evento fora da automação, é acionamento externo.",contraste,Implementação,"Explicação dos dois tipos principais de gatilho: rotinas programadas versus eventos como venda, formulário ou mensagem recebida.",Ajuda o aluno a escolher corretamente o início de um workflow e evita automações mal desenhadas desde o primeiro passo.,5,3,3,5,4,4,5,29,P2,nova,carrossel didático; clipe de aula; checklist,Educação Domus,/root/domus-conteudo/aulas/011-010-introducao-ao-mundo-da-personalizacao-e-desenvolvimento-duplicada.md
